7.336460040729826382e-01,5.625557454354883635e-01,1.143377118724576258e+00
6.624767481129358870e-01,8.274671150093142469e-01,1.180187481567825047e+00
9.251654206566598537e-01,4.044823959867930863e-01,2.525941944289022967e+00
6.419867740000956280e-01,5.552488151339560751e-01,2.334687314588740570e+00
6.607583838300687962e-01,5.241755612361644889e-01,2.155004859569874309e+00
8.642159508327726947e-01,4.177149609229670046e-01,1.627364796751244125e+00
6.985714400543571179e-01,4.823742619256052855e-01,1.693119269858823550e+00
6.471717661715210568e-01,6.744319564976600789e-01,1.508984386147812051e+00
7.311357971288203750e-01,5.394853336048220926e-01,1.256562341979185149e+00
9.101581865162888807e-01,4.060585727427509228e-01,2.147574600321497051e+00
6.930266362095163224e-01,5.930162746635428972e-01,1.319999581610191264e+00
6.842006665313974390e-01,6.581022399358177344e-01,1.237969971926081936e+00
7.840270876228055963e-01,4.121920695990461958e-01,2.262503954454073707e+00
7.432542225368961031e-01,5.956709533939349432e-01,1.090268490485011954e+00
6.264659288562286488e-01,5.753015543741353266e-01,2.076435632266966369e+00
8.488239905399246332e-01,4.333456538269809810e-01,1.513271731614894700e+00
6.498900922717901762e-01,5.274904249402295742e-01,3.116529959030366559e+00
1.071986713560792559e+00,4.012589056295161050e-01,2.486531409416684379e+00
7.662380632960260618e-01,4.434991212015654272e-01,1.926224359227697080e+00
7.158239584770413888e-01,5.324663914720134672e-01,1.272857263076869749e+00
6.526858200829430690e-01,5.329766509663800278e-01,2.712985514214510285e+00
7.761387695734417447e-01,4.203278692953784645e-01,2.689550966733225135e+00
6.098173322323390266e-01,6.508872639561703588e-01,2.177152544304099102e+00
6.272007362578996270e-01,5.588553362683662540e-01,2.577060455359629465e+00
7.093102243008129193e-01,5.122689673271419997e-01,1.520204876515098613e+00
8.782392686163331685e-01,4.108365538007367479e-01,1.976171967816708452e+00
6.238350346249816880e-01,6.916636204821977607e-01,1.589438389057785450e+00
7.029593987814776179e-01,4.581958693289512885e-01,2.494698710571397360e+00
6.130664707140042191e-01,6.104812570790535409e-01,2.402671527933860851e+00
9.218419262780961354e-01,4.980823310039996787e-01,1.084130590750962186e+00
7.245583419632926070e-01,4.593642429500092716e-01,2.086669480886391703e+00
8.081346620534040071e-01,4.154552759800181905e-01,1.913970782669914383e+00
6.496698329263411731e-01,5.591541580665162492e-01,2.097092114799060436e+00
6.225175692559887786e-01,7.818711474756381286e-01,1.595783888394465944e+00
6.948456902482503805e-01,6.076516332867101244e-01,1.192746737862030670e+00
6.439652335926890903e-01,7.311893621754511630e-01,1.528992305718875011e+00
9.822679650324107614e-01,4.157277168692852798e-01,1.695951272061637649e+00
7.721783684950305204e-01,5.504550024834190536e-01,1.157447813208434484e+00
8.581476651243353793e-01,4.182297558276925620e-01,1.598087694975151907e+00
6.968458170684788122e-01,5.454015123518329844e-01,1.328662717836454954e+00
6.388046951767877291e-01,6.093414890121725547e-01,1.768311894607575097e+00
7.182115117067089383e-01,4.720114121957368347e-01,1.633660316943717383e+00
7.738891712774036424e-01,4.623349209412481176e-01,1.439208058580534022e+00
6.497834014526825408e-01,6.734096618764077169e-01,1.423396452393943523e+00
6.951909804240756774e-01,6.174490126953902092e-01,1.158314506354158890e+00
9.658396450755505347e-01,4.052476142558299466e-01,2.078773656541512693e+00
6.862047949801455271e-01,5.474907442026715199e-01,1.466693832877007164e+00
6.592344766665527711e-01,5.692982911389560252e-01,1.640850870921030102e+00
7.649935490577515207e-01,5.194249349694961548e-01,1.160502678600768833e+00
6.513953837838725169e-01,6.020966934958892347e-01,1.716437542188212761e+00
7.449917581520015819e-01,5.524667263542585305e-01,1.163089703540449715e+00
6.419038675622561474e-01,7.326448183061800012e-01,1.471285410067334487e+00
8.832003785124967754e-01,4.394405703412711528e-01,1.181039565714105288e+00
6.547728706067260651e-01,5.318602640672924764e-01,2.238986235742150388e+00
7.094252327177343886e-01,4.449495379244066684e-01,2.549658862118146185e+00
9.725867565470679432e-01,4.086726490932059419e-01,1.798420041624525734e+00
8.432777953582075714e-01,4.220575568886871798e-01,1.699467355690445602e+00
7.620686004028790483e-01,6.798422925225460212e-01,1.053901612489610118e+00
6.600633725176898725e-01,5.168486675226029448e-01,2.346226859681317833e+00
6.697214063075259682e-01,6.041260043475105146e-01,1.243835902496585710e+00
7.239184229119585146e-01,4.846488612862653866e-01,1.501924896704719625e+00
6.505875647906593784e-01,7.306224199035423750e-01,1.382462586168928143e+00
6.041663002227458668e-01,5.933958523428451981e-01,3.907769282265714850e+00
7.535563252778765264e-01,4.575765941839095019e-01,1.776687042589393473e+00
6.250132648082984410e-01,5.589243456102256369e-01,2.118526094258275094e+00
8.210185078025402650e-01,5.637140374981783886e-01,1.052866515312447682e+00
6.233469652050404042e-01,5.633044700329697951e-01,2.943386369964584581e+00
7.820562768268186637e-01,6.694827954216928667e-01,1.030622814180133906e+00
7.982188357431037051e-01,4.329459493614390420e-01,1.609186068858583285e+00
8.595278501520825509e-01,4.397900569626238543e-01,1.395752311407938873e+00
1.024217651881438762e+00,4.877664002190469916e-01,1.083894838979100106e+00
6.524110320575713384e-01,7.600832935123930101e-01,1.368237746059489224e+00
7.783311977886521182e-01,4.588926269055589868e-01,1.362640951706598713e+00
8.887838508059444642e-01,4.159430830345683949e-01,1.596124897259373343e+00
6.539268665119641888e-01,6.120153802462431347e-01,1.501533689406763461e+00
7.792371338501900002e-01,4.891615017517503272e-01,1.143128904037078231e+00
7.157739476742754903e-01,6.856978085557879909e-01,1.071456287299253685e+00
8.872655928982893236e-01,4.010492151370694258e-01,3.077318297286824933e+00
8.899052009511396744e-01,4.119903502067010503e-01,1.817150639419261804e+00
6.981251205464193976e-01,5.625642281990178573e-01,1.166172297937921876e+00
6.852831593196302418e-01,5.140806650750425755e-01,1.560709156891532112e+00
7.741391059809759057e-01,4.344330821430176792e-01,1.920761518858689731e+00
7.832473406186286624e-01,4.267928996837316302e-01,2.004881672971267736e+00
8.606855133487639753e-01,5.194052163061404492e-01,1.011179882596092927e+00
9.711345212116189174e-01,3.978486442994624284e-01,2.915658478743116344e+00
1.032621174202771330e+00,3.897077397102145513e-01,3.178498697280756957e+00
6.937450892242079670e-01,5.098558060485061105e-01,1.562254051710870728e+00
6.912079297933212407e-01,6.421342192597616627e-01,1.213552899198437229e+00
6.801057687029676835e-01,4.630902765200347604e-01,3.551917118846481980e+00
6.409443458540541316e-01,7.479223578640072922e-01,1.413036153253836913e+00
7.317763345153907029e-01,4.699806245092620349e-01,1.801349455213345996e+00
7.857129836845871962e-01,4.315020010071304313e-01,1.903086212162661717e+00
6.298307021775745307e-01,6.376124801577708334e-01,1.671436980333199651e+00
6.418754093497980318e-01,6.802297605240887890e-01,1.591481943546960931e+00
7.767754058601675782e-01,4.997142750162556490e-01,1.143864556892471018e+00
7.250796479849506149e-01,5.151430077631200533e-01,1.317144524248135218e+00
7.169448365269829315e-01,4.678550978457194365e-01,1.881296652083516596e+00
6.286131520668025718e-01,6.066721530452413580e-01,1.801871920681884953e+00
8.376088500958880356e-01,5.373176017264702509e-01,1.055848058878177564e+00
9.777489932466881806e-01,4.062315337760383227e-01,1.919216899377355512e+00
7.140793730524108707e-01,4.773234691912640049e-01,1.682201066440341730e+00
8.339879644921259771e-01,4.239709018638093685e-01,1.663621224762114714e+00
6.566665462931083885e-01,7.272386776595568536e-01,1.419751486179381406e+00
7.295438609584281586e-01,7.453152212642812913e-01,1.059844963056028710e+00
6.858304698563069124e-01,4.880220080483212430e-01,1.787598325169122981e+00
7.472775937889544196e-01,5.017090503618336639e-01,1.254027160468110580e+00
7.200267688937050936e-01,4.490750338775802986e-01,2.396242445388914621e+00
7.734720820113872852e-01,4.244737623556286144e-01,2.187698929279248361e+00
7.979570479560980090e-01,4.880213813091694441e-01,1.113613707585746626e+00
6.944773669411176131e-01,4.825183473800256917e-01,1.979605238748019858e+00
6.999699318413062921e-01,4.607724030506666346e-01,2.056161170449313680e+00
9.337274264574594307e-01,4.053101473605455474e-01,2.186031252697523630e+00
7.072343240816475474e-01,7.225092671830850577e-01,1.110410775830673602e+00
6.773775300809687927e-01,4.699980968540576898e-01,2.402877537613124392e+00
9.640421702297820028e-01,4.183061854224301990e-01,1.590170017043136097e+00
7.479888896052864222e-01,4.814466831241230871e-01,1.208904671514238860e+00
7.573434210074930784e-01,4.681945156845767064e-01,1.603951216474832409e+00
7.800679402399592899e-01,5.966628951658340396e-01,1.052414850057469486e+00
7.972871105837648908e-01,4.555179928676013623e-01,1.483626023253753257e+00
7.306774305283947335e-01,7.040331219445284949e-01,1.037837764162660381e+00
6.223016966012205886e-01,7.407503012145291166e-01,1.700001699814166489e+00
8.643727273998568217e-01,4.166857679143116111e-01,1.676560549206094874e+00
6.840948168490136316e-01,5.591810726906686346e-01,1.382490429680324207e+00
6.999270007701290375e-01,4.886295651059349709e-01,1.682711491607995713e+00
6.138723054277532842e-01,5.785072884585527042e-01,2.698879757770577204e+00
7.976783356686097948e-01,4.248223426322765839e-01,1.918822561761053924e+00
7.155683905997425320e-01,5.034385994378723916e-01,1.413888586140153336e+00
6.761779276182782183e-01,4.636662083278766944e-01,2.518167075588072734e+00
6.379969932483600115e-01,7.774429453549042135e-01,1.541757919034358437e+00
8.148183523331262723e-01,4.772170872546456222e-01,1.090767499599130996e+00
6.684538131761953439e-01,5.065055289459055032e-01,1.846879268895342818e+00
1.076693549724060839e+00,3.871325707404745242e-01,3.558568325184564340e+00
6.588391705693789069e-01,7.137329489874733035e-01,1.300618458461610283e+00
9.893043897596117686e-01,3.974577829498285308e-01,2.880485334679617093e+00
6.561030998478191156e-01,6.326833312859582170e-01,1.426817719054571443e+00
7.099510413403531395e-01,6.195676067946696008e-01,1.090660553830577584e+00
7.817369156300534305e-01,6.340290340084466791e-01,1.046507198344701628e+00
6.623933687509987456e-01,5.307480661347901973e-01,1.997435210145233064e+00
7.368940023522818628e-01,4.969170619167551095e-01,1.273767320294196592e+00
8.747383210882324622e-01,4.149367813548197614e-01,1.831908075036944306e+00
7.812488341797272362e-01,4.782346803018337478e-01,1.237806088505469360e+00
8.137520151156899528e-01,7.178830514397792628e-01,9.986259850195560173e-01
7.599569948246980289e-01,4.619474948847615559e-01,1.709766010898192912e+00
9.879745365800128853e-01,5.159297416881324372e-01,1.048010216145864204e+00
6.205850721249389634e-01,5.781894885678017237e-01,2.625560507276391231e+00
6.287379900958571799e-01,6.631448792843742668e-01,1.644081182359655946e+00
6.093950026245927853e-01,5.919524870962966645e-01,2.665143280098255296e+00
9.029766586095311354e-01,4.106593826170102934e-01,1.758534762624862635e+00
6.361459909198510232e-01,5.565210890111295106e-01,2.478981786158918954e+00
1.019802462345529737e+00,4.055701922404399418e-01,2.062341373678446388e+00
6.550908282232492663e-01,5.215329750865655978e-01,2.654711706213883637e+00
5.954482117111699058e-01,6.700798413174955392e-01,2.469999563256390918e+00
7.402960468239456748e-01,5.512447771688681053e-01,1.234955279848929166e+00
6.166460496484496012e-01,6.160420391800514039e-01,2.286676640273038075e+00
6.799357640671152003e-01,5.218806397159936328e-01,1.792599776886379281e+00
7.162597747100091228e-01,5.002450594873971701e-01,1.411189152739183772e+00
6.981271836429643329e-01,4.725738331009819992e-01,1.712997968444464947e+00
7.742598501612681927e-01,4.331089230407437207e-01,2.078299844596579238e+00
6.940097464927375004e-01,4.546541535009106516e-01,3.616138554798120186e+00
7.377027506383474487e-01,4.838043243785806746e-01,1.413941212280966697e+00
